Nquad,Fitness,Fitness2,Month,season,Age.stage,T.length,D.holdfast,N.stipe,D.stipe,Maturity,Rep.prev,Wave.exp,Density,Gall.prev,Temp,Sal,ph
10,Shapely,0,Aug,winter,Juvenile,53,1.7,2,0.3,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,0,Aug,winter,Recruit,22,1.4,6,0.1,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,0,Aug,winter,Juvenile,48,3.3,16,0.5,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,0,Aug,winter,Adult,150,5.3,46,0.6,Fertile,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,0,Aug,winter,Adult,215,11.8,27,0.5,Fertile,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,0,Aug,winter,Juvenile,92,4.3,10,0.6,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
11,Malformed,1,Aug,winter,Adult,240,12,30,1,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Malformed,1,Aug,winter,Adult,153,9.1,5,0.9,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Malformed,1,Aug,winter,Adult,200,13,24,1.1,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,0,Aug,winter,Juvenile,10,3,5,0.4,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,0,Aug,winter,Juvenile,24,4.8,12,0.5,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,0,Aug,winter,Juvenile,20,2.7,8,0.2,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,0,Aug,winter,Adult,220,11,39,0.8,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,0,Aug,winter,Adult,114,10,16,1,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,0,Aug,winter,Recruit,34,2.7,9,0.5,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,0,Aug,winter,Adult,240,15.5,8,1,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
12,Malformed,1,Aug,winter,Adult,230,13,22,1,Fertile,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Malformed,1,Aug,winter,Adult,155,15.5,84,1.6,Fertile,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Adult,220,15,65,1.3,Fertile,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Juvenile,30,4.1,7,0.3,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Adult,55,3.6,13,0.6,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Adult,160,12.6,49,1.1,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Juvenile,132,5.8,3,1,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Juvenile,60,4.3,15,0.6,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Juvenile,35,3.7,13,0.5,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,0,Aug,winter,Recruit,6,1.2,5,0.2,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
13,Malformed,1,Aug,winter,Adult,102,15.4,39,1,Fertile,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Malformed,1,Aug,winter,Adult,56,11.6,17,1.3,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Malformed,1,Aug,winter,Adult,118,14.6,43,1.5,Fertile,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Malformed,1,Aug,winter,Juvenile,59,6.7,15,0.9,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,0,Aug,winter,Juvenile,65,5.6,20,3.9,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,0,Aug,winter,Juvenile,57,4.7,6,0.6,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,0,Aug,winter,Juvenile,133,8.5,27,1.2,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,0,Aug,winter,Recruit,9,0.9,3,0.3,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,0,Aug,winter,Juvenile,142,6.4,28,0.8,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,0,Aug,winter,Adult,95,6.5,8,0.8,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,0,Aug,winter,Recruit,15,1.6,5,0.3,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
1,Malformed,1,Dec,spring,Adult,92,10.4,12,0.5,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,1,Dec,spring,Adult,260,21,51,0.6,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,1,Dec,spring,Adult,150,7.3,12,0.5,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,1,Dec,spring,Adult,133,4,1,0.8,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,1,Dec,spring,Adult,148,12,20,1,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Malformed,1,Dec,spring,Adult,66,10,16,0.9,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
1,Shapely,0,Dec,spring,Adult,138,34,40,0.5,Immature,0,Semi-exposed,7,0.8571428571,16.9,34.3,7.72
2,Malformed,1,Dec,spring,Adult,78,4.2,21,0.6,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,1,Dec,spring,Adult,82,12.5,44,0.5,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,1,Dec,spring,Adult,114,9.3,38,0.5,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,1,Dec,spring,Adult,147,9.5,23,0.6,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,1,Dec,spring,Adult,126,3,1,0.8,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
2,Malformed,1,Dec,spring,Adult,160,5.4,17,0.9,Immature,0,Semi-exposed,6,1,16.9,34.3,7.72
3,Malformed,1,Dec,spring,Adult,150,22,75,0.7,Immature,0,Semi-exposed,2,1,16.9,34.3,7.72
3,Malformed,1,Dec,spring,Adult,120,8.3,13,1,Immature,0,Semi-exposed,2,1,16.9,34.3,7.72
4,Malformed,1,Dec,spring,Adult,150,8,38,0.5,Immature,0,Semi-exposed,1,1,16.9,34.3,7.72
5,Malformed,1,Dec,spring,Adult,150,6.5,9,1,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,1,Dec,spring,Adult,160,4.5,17,0.5,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,1,Dec,spring,Adult,68,5.5,4,0.5,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,1,Dec,spring,Juvenile,77,4,7,0.7,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,1,Dec,spring,Adult,200,8.5,4,1.2,Immature,0,Exposed,6,1,16.9,34.3,7.72
5,Malformed,1,Dec,spring,Adult,120,6.4,8,0.8,Immature,0,Exposed,6,1,16.9,34.3,7.72
6,Malformed,1,Dec,spring,Adult,300,6.6,16,0.7,Immature,0,Exposed,3,1,16.9,34.3,7.72
6,Malformed,1,Dec,spring,Adult,150,7.4,13,0.7,Immature,0,Exposed,3,1,16.9,34.3,7.72
6,Malformed,1,Dec,spring,Juvenile,125,7.4,18,0.7,Immature,0,Exposed,3,1,16.9,34.3,7.72
7,Malformed,1,Dec,spring,Adult,330,6.5,17,1,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
7,Malformed,1,Dec,spring,Adult,160,7,18,0.8,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
7,Malformed,1,Dec,spring,Adult,254,10.5,19,1,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
7,Shapely,0,Dec,spring,Adult,134,5,6,0.5,Immature,0,Exposed,4,0.75,16.9,34.3,7.72
8,Malformed,1,Dec,spring,Adult,300,7,7,1,Immature,0.5,Exposed,4,0.5,16.9,34.3,7.72
8,Malformed,1,Dec,spring,Juvenile,58,4,12,0.5,Fertile,0.5,Exposed,4,0.5,16.9,34.3,7.72
8,Shapely,0,Dec,spring,Juvenile,68,4,8,0.9,Immature,0.5,Exposed,4,0.5,16.9,34.3,7.72
8,Shapely,0,Dec,spring,Adult,250,12.4,18,1,Fertile,0.5,Exposed,4,0.5,16.9,34.3,7.72
9,Malformed,1,Dec,spring,Adult,107,6.3,2,0.8,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,1,Dec,spring,Juvenile,83,2.5,5,0.4,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,1,Dec,spring,Juvenile,51,3.1,1,0.5,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,1,Dec,spring,Adult,124,6.5,19,0.5,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Malformed,1,Dec,spring,Juvenile,76,3.5,15,0.4,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
9,Shapely,0,Dec,spring,Recruit,45,2,6,0.2,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,1,Dec,spring,Adult,240,9.5,12,1,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,1,Dec,spring,Adult,119,6.3,11,0.5,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,1,Dec,spring,Juvenile,69,3,12,0.3,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,1,Dec,spring,Juvenile,99,4.6,15,0.4,Immature,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Malformed,1,Dec,spring,Adult,214,15,2,0.5,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
10,Shapely,0,Dec,spring,Adult,120,16,12,0.8,Fertile,0.3333333333,Exposed,6,0.8333333333,16.9,34.3,7.72
11,Malformed,1,Dec,spring,Adult,84,6,3,0.7,Fertile,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Malformed,1,Dec,spring,Adult,220,6,1,1.2,Fertile,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,0,Dec,spring,Juvenile,72,3.5,4,0.5,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,0,Dec,spring,Recruit,15,1.3,4,0.1,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,0,Dec,spring,Juvenile,43,2.3,4,0.3,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
11,Shapely,0,Dec,spring,Juvenile,68,3,7,0.4,Immature,0.3333333333,Exposed,6,0.3333333333,16.9,34.3,7.72
12,Malformed,1,Dec,spring,Adult,75,3,2,0.4,Fertile,0.25,Exposed,4,0.5,16.9,34.3,7.72
12,Malformed,1,Dec,spring,Juvenile,80,4.4,13,0.3,Immature,0.25,Exposed,4,0.5,16.9,34.3,7.72
12,Shapely,0,Dec,spring,Juvenile,49,2.5,4,0.3,Immature,0.25,Exposed,4,0.5,16.9,34.3,7.72
12,Shapely,0,Dec,spring,Recruit,42,2.6,5,0.2,Immature,0.25,Exposed,4,0.5,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,190,13,2,1,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,270,11,14,1.4,Fertile,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,220,9.4,15,0.7,Fertile,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,54,11.4,6,0.7,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,52,4.5,5,1,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,89,5,15,1.2,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,150,10.4,18,1.3,Fertile,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,160,7,7,1.3,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Malformed,1,Dec,spring,Adult,91,4.6,7,0.7,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
13,Shapely,0,Dec,spring,Adult,89,3.4,8,0.7,Immature,0.3,Exposed,10,0.9,16.9,34.3,7.72
1,Malformed,1,Feb,summer,Juvenile,85,5,4,0.1,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Malformed,1,Feb,summer,Adult,93,13,5,0.9,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Malformed,1,Feb,summer,Adult,150,11,28,1,Fertile,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Malformed,1,Feb,summer,Juvenile,128,5.5,1,0.9,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Malformed,1,Feb,summer,Adult,145,8,10,0.6,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Malformed,1,Feb,summer,Adult,150,14,18,1,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Malformed,1,Feb,summer,Adult,66,5.5,4,1,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Shapely,0,Feb,summer,Recruit,8,0.1,4,0.1,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
1,Shapely,0,Feb,summer,Recruit,7,0.1,5,0.1,Immature,0.1111111111,Semi-exposed,9,0.7777777778,18.5,34.2,8.3
2,Malformed,1,Feb,summer,Adult,115,6,1,0.5,Immature,0.2,Semi-exposed,5,1,18.5,34.2,8.3
2,Malformed,1,Feb,summer,Adult,150,7,20,0.7,Fertile,0.2,Semi-exposed,5,1,18.5,34.2,8.3
2,Malformed,1,Feb,summer,Adult,100,10,25,0.9,Immature,0.2,Semi-exposed,5,1,18.5,34.2,8.3
2,Malformed,1,Feb,summer,Adult,78,15,25,0.7,Immature,0.2,Semi-exposed,5,1,18.5,34.2,8.3
2,Malformed,1,Feb,summer,Juvenile,85,8,12,0.3,Immature,0.2,Semi-exposed,5,1,18.5,34.2,8.3
3,Malformed,1,Feb,summer,Adult,187,15,23,0.7,Immature,0,Semi-exposed,1,1,18.5,34.2,8.3
4,Shapely,0,Feb,summer,Recruit,22,2,7,0.2,Immature,0,Semi-exposed,1,0,18.5,34.2,8.3
5,Malformed,1,Feb,summer,Juvenile,98,2.5,4,0.9,Immature,0.4285714286,Exposed,7,1,18.5,34.2,8.3
5,Malformed,1,Feb,summer,Adult,209,10,18,0.9,Fertile,0.4285714286,Exposed,7,1,18.5,34.2,8.3
5,Malformed,1,Feb,summer,Adult,150,8,12,1,Immature,0.4285714286,Exposed,7,1,18.5,34.2,8.3
5,Malformed,1,Feb,summer,Adult,300,9.5,14,0.7,Fertile,0.4285714286,Exposed,7,1,18.5,34.2,8.3
5,Malformed,1,Feb,summer,Adult,207,7,14,1,Fertile,0.4285714286,Exposed,7,1,18.5,34.2,8.3
5,Malformed,1,Feb,summer,Adult,353,7.5,15,0.6,Immature,0.4285714286,Exposed,7,1,18.5,34.2,8.3
5,Malformed,1,Feb,summer,Adult,250,7,21,1,Immature,0.4285714286,Exposed,7,1,18.5,34.2,8.3
6,Malformed,1,Feb,summer,Adult,240,12,8,1,Immature,0,Exposed,3,1,18.5,34.2,8.3
6,Malformed,1,Feb,summer,Adult,266,14,17,1.4,Immature,0,Exposed,3,1,18.5,34.2,8.3
6,Malformed,1,Feb,summer,Adult,186,7.5,13,0.5,Immature,0,Exposed,3,1,18.5,34.2,8.3
7,Malformed,1,Feb,summer,Juvenile,87,4,6,0.5,Immature,0,Exposed,4,1,18.5,34.2,8.3
7,Malformed,1,Feb,summer,Juvenile,57,2,1,0.4,Immature,0,Exposed,4,1,18.5,34.2,8.3
7,Malformed,1,Feb,summer,Adult,144,20,9,0.9,Immature,0,Exposed,4,1,18.5,34.2,8.3
7,Malformed,1,Feb,summer,Juvenile,89,3,7,0.4,Immature,0,Exposed,4,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Juvenile,104,4.5,5,0.5,Immature,0.5,Exposed,8,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Adult,100,9,15,1,Fertile,0.5,Exposed,8,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Juvenile,118,6,5,1,Immature,0.5,Exposed,8,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Adult,150,6,6,1,Fertile,0.5,Exposed,8,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Adult,225,11,15,1.6,Fertile,0.5,Exposed,8,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Juvenile,87,4.5,11,0.5,Immature,0.5,Exposed,8,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Adult,300,15,16,1.2,Fertile,0.5,Exposed,8,1,18.5,34.2,8.3
8,Malformed,1,Feb,summer,Adult,100,8.6,9,1,Immature,0.5,Exposed,8,1,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Adult,150,7.5,4,1,Fertile,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Juvenile,120,4,4,1,Fertile,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Adult,150,10,6,1,Fertile,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Juvenile,118,5,6,1,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Adult,130,5.5,19,1,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Juvenile,118,4.5,4,0.4,Fertile,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Adult,150,11,15,0.9,Fertile,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Malformed,1,Feb,summer,Adult,150,4.5,2,1,Fertile,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Shapely,0,Feb,summer,Recruit,29,0.2,7,0.1,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Shapely,0,Feb,summer,Recruit,23,0.2,4,0.1,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Shapely,0,Feb,summer,Recruit,27,0.2,4,0.1,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Shapely,0,Feb,summer,Recruit,25,0.3,7,0.1,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Shapely,0,Feb,summer,Recruit,5,0.2,7,0.1,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Shapely,0,Feb,summer,Juvenile,95,4.5,3,0.7,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
9,Shapely,0,Feb,summer,Juvenile,107,6,1,0.7,Immature,0.4,Exposed,15,0.5333333333,18.5,34.2,8.3
10,Malformed,1,Feb,summer,Juvenile,83,7.5,6,0.5,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
10,Malformed,1,Feb,summer,Adult,150,4.6,9,1.2,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
10,Malformed,1,Feb,summer,Adult,203,12,11,1.1,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
10,Malformed,1,Feb,summer,Adult,150,7,5,1.1,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
10,Malformed,1,Feb,summer,Juvenile,116,5,15,0.9,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
10,Shapely,0,Feb,summer,Juvenile,93,2.5,11,0.3,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
10,Shapely,0,Feb,summer,Adult,150,7,24,0.5,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
10,Shapely,0,Feb,summer,Juvenile,43,2,4,0.1,Immature,0,Exposed,8,0.625,18.5,34.2,8.3
11,Malformed,1,Feb,summer,Adult,166,6,3,1,Fertile,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Malformed,1,Feb,summer,Adult,115,4.5,3,0.5,Fertile,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Malformed,1,Feb,summer,Adult,114,4.1,5,0.6,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,8,0.9,5,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,17,0.6,6,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,8,0.1,2,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,8,1,3,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,31,2,15,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,24,3,8,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,21,4,9,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,34,2,11,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,3,0.1,2,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,14,2,4,0.4,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,12,0.4,8,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,8,0.1,2,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,11,0.2,4,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,7,0.1,3,0.5,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,5,0.1,3,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,4,0.1,7,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,28,0.7,5,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,21,0.2,4,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,8,0.4,9,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,4,2,7,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,4,0.1,3,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,10,0.2,6,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
11,Shapely,0,Feb,summer,Recruit,4,0.1,2,0.1,Immature,0.0769230769,Exposed,26,0.1153846154,18.5,34.2,8.3
12,Malformed,1,Feb,summer,Juvenile,100,3.5,4,0.5,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Malformed,1,Feb,summer,Juvenile,99,3,1,0.6,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Malformed,1,Feb,summer,Adult,210,19.5,13,1.3,Fertile,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Malformed,1,Feb,summer,Juvenile,142,7,13,0.6,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,11,0.1,7,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,6,0.1,4,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,23,0.1,7,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,13,0.2,9,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,4,0.4,2,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,18,0.1,5,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,18,0.1,4,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,29,0.2,6,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,36,0.3,9,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,29,0.1,4,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,23,0.1,18,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,17,0.1,8,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,18,0.1,8,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,41,0.1,11,0.2,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,15,0.1,3,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,7,0.1,3,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,25,0.1,5,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,14,0.2,5,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
12,Shapely,0,Feb,summer,Recruit,21,0.3,8,0.1,Immature,0.0303030303,Exposed,33,0.1212121212,18.5,34.2,8.3
