Nquad,Fitness,Month,Age.stage,T.length,D.holdfast,N.stipe,D.stipe,Maturity,Rep.prev,Wave.exp,Density,Gall.prev,Temp,Sal,ph
13,Shapely,Jul,Adult,116,7.3,25,0.7,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,Jul,Recruit,16,1.4,1,0.1,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,Jul,Adult,155,8.9,11,0.7,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,Jul,Juvenile,124,5.5,26,0.4,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Shapely,Jul,Adult,139,15,28,0.8,Fertile,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
13,Malformed,Jul,Adult,64,4,39,0.3,Immature,0.1666666667,Exposed,12,0.25,15.5,33.5,8.1
1,Shapely,Aug,Adult,120,10.5,44,0.6,Fertile,0.5,Semi-exposed,2,0,15.6,33.2,7.86
1,Shapely,Aug,Adult,46,14.5,12,0.6,Immature,0.5,Semi-exposed,2,0,15.6,33.2,7.86
2,Shapely,Aug,Adult,118,10.5,34,0.6,Fertile,0.5,Semi-exposed,8,0,15.6,33.2,7.86
2,Shapely,Aug,Adult,155,2.5,2,0.6,Immature,0.5,Semi-exposed,8,0,15.6,33.2,7.86
2,Shapely,Aug,Adult,145,5.5,11,0.5,Immature,0.5,Semi-exposed,8,0,15.6,33.2,7.86
2,Shapely,Aug,Adult,160,12.6,15,0.6,Immature,0.5,Semi-exposed,8,0,15.6,33.2,7.86
2,Shapely,Aug,Adult,129,8.2,36,0.4,Fertile,0.5,Semi-exposed,8,0,15.6,33.2,7.86
2,Shapely,Aug,Juvenile,110,5.8,11,0.5,Fertile,0.5,Semi-exposed,8,0,15.6,33.2,7.86
2,Shapely,Aug,Adult,98,7.4,32,0.7,Immature,0.5,Semi-exposed,8,0,15.6,33.2,7.86
2,Shapely,Aug,Adult,150,7.5,37,0.6,Fertile,0.5,Semi-exposed,8,0,15.6,33.2,7.86
3,Shapely,Aug,Adult,106,8,15,0.8,Fertile,0.25,Semi-exposed,4,0.25,15.6,33.2,7.86
3,Malformed,Aug,Adult,107,8.9,45,0.9,Immature,0.25,Semi-exposed,4,0.25,15.6,33.2,7.86
3,Shapely,Aug,Adult,100,8.4,16,0.7,Immature,0.25,Semi-exposed,4,0.25,15.6,33.2,7.86
3,Shapely,Aug,Adult,37,12,6,0.5,Immature,0.25,Semi-exposed,4,0.25,15.6,33.2,7.86
4,Malformed,Aug,Adult,105,10,32,0.9,Fertile,0.5,Semi-exposed,6,0.5,15.6,33.2,7.86
4,Malformed,Aug,Adult,112,15,41,0.6,Immature,0.5,Semi-exposed,6,0.5,15.6,33.2,7.86
4,Malformed,Aug,Adult,129,7.6,18,0.6,Fertile,0.5,Semi-exposed,6,0.5,15.6,33.2,7.86
4,Shapely,Aug,Adult,180,11.8,28,1,Immature,0.5,Semi-exposed,6,0.5,15.6,33.2,7.86
4,Shapely,Aug,Recruit,20,3.5,9,0.3,Immature,0.5,Semi-exposed,6,0.5,15.6,33.2,7.86
4,Shapely,Aug,Adult,160,13.5,57,0.7,Fertile,0.5,Semi-exposed,6,0.5,15.6,33.2,7.86
5,Shapely,Aug,Juvenile,45,3.4,11,0.5,Immature,0.2,Exposed,5,0.2,15.6,33.2,7.86
5,Shapely,Aug,Juvenile,42,2.3,7,0.3,Immature,0.2,Exposed,5,0.2,15.6,33.2,7.86
5,Shapely,Aug,Juvenile,114,5.8,34,0.7,Immature,0.2,Exposed,5,0.2,15.6,33.2,7.86
5,Shapely,Aug,Adult,190,6,28,0.6,Fertile,0.2,Exposed,5,0.2,15.6,33.2,7.86
5,Malformed,Aug,Adult,185,4.5,15,0.9,Immature,0.2,Exposed,5,0.2,15.6,33.2,7.86
6,Shapely,Aug,Adult,205,11,43,0.6,Fertile,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Shapely,Aug,Juvenile,50,2.9,11,0.3,Immature,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Shapely,Aug,Adult,203,4.7,17,0.7,Immature,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Shapely,Aug,Adult,115,8,21,0.7,Fertile,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Shapely,Aug,Juvenile,70,3.5,7,0.6,Immature,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Shapely,Aug,Juvenile,110,7.5,18,0.8,Immature,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Shapely,Aug,Juvenile,75,5.6,14,0.5,Immature,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Shapely,Aug,Adult,210,6.9,21,0.7,Fertile,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Malformed,Aug,Adult,175,15,9,4.3,Fertile,0.5,Exposed,10,0.2,15.6,33.2,7.86
6,Malformed,Aug,Adult,240,15.9,32,1,Fertile,0.5,Exposed,10,0.2,15.6,33.2,7.86
7,Shapely,Aug,Adult,233,11,45,1.1,Fertile,0.3333333333,Exposed,6,0.3333333333,15.6,33.2,7.86
7,Malformed,Aug,Adult,200,15,47,1.3,Immature,0.3333333333,Exposed,6,0.3333333333,15.6,33.2,7.86
7,Malformed,Aug,Juvenile,50,3.8,9,0.5,Immature,0.3333333333,Exposed,6,0.3333333333,15.6,33.2,7.86
7,Shapely,Aug,Juvenile,60,5,12,0.4,Immature,0.3333333333,Exposed,6,0.3333333333,15.6,33.2,7.86
7,Shapely,Aug,Juvenile,56,7.4,16,0.6,Immature,0.3333333333,Exposed,6,0.3333333333,15.6,33.2,7.86
7,Shapely,Aug,Adult,200,15.4,57,0.8,Fertile,0.3333333333,Exposed,6,0.3333333333,15.6,33.2,7.86
8,Malformed,Aug,Adult,280,15.5,17,1.5,Fertile,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Malformed,Aug,Adult,235,14.9,16,1.3,Fertile,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Shapely,Aug,Juvenile,101,4.1,9,0.6,Immature,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Malformed,Aug,Adult,210,8.3,25,0.8,Immature,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Shapely,Aug,Adult,210,14.4,30,1,Immature,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Malformed,Aug,Adult,243,12,13,1.9,Immature,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Malformed,Aug,Adult,290,15.5,9,1.1,Fertile,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Shapely,Aug,Adult,213,8.4,30,1.1,Fertile,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Shapely,Aug,Juvenile,64,2.8,4,1,Immature,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Shapely,Aug,Juvenile,73,6.4,6,0.2,Immature,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
8,Shapely,Aug,Adult,235,11,45,1.1,Fertile,0.4545454545,Exposed,11,0.4545454545,15.6,33.2,7.86
9,Malformed,Aug,Adult,147,12.5,24,1,Immature,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Shapely,Aug,Juvenile,40,4.8,9,0.2,Immature,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Malformed,Aug,Adult,242,14.5,44,0.7,Fertile,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Shapely,Aug,Adult,118,7.7,21,0.6,Immature,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Shapely,Aug,Adult,175,14,41,1,Fertile,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Shapely,Aug,Adult,220,11.3,31,0.9,Fertile,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Malformed,Aug,Adult,235,15,82,1.1,Fertile,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Shapely,Aug,Juvenile,47,4.8,10,0.5,Immature,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
9,Malformed,Aug,Adult,339,15.5,58,0.9,Fertile,0.5555555556,Exposed,9,0.4444444444,15.6,33.2,7.86
10,Malformed,Aug,Adult,86,7,13,0.6,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Adult,86,5.7,15,0.5,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Malformed,Aug,Adult,155,11.5,13,1.2,Fertile,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Juvenile,88,4.4,7,0.6,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Juvenile,53,1.7,2,0.3,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Recruit,22,1.4,6,0.1,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Juvenile,48,3.3,16,0.5,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Malformed,Aug,Adult,205,10.5,5,2,Fertile,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Adult,150,5.3,46,0.6,Fertile,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Adult,215,11.8,27,0.5,Fertile,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Malformed,Aug,Juvenile,144,5.4,15,0.6,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
10,Shapely,Aug,Juvenile,92,4.3,10,0.6,Immature,0.3333333333,Exposed,12,0.3333333333,15.6,33.2,7.86
11,Malformed,Aug,Adult,240,12,30,1,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,Aug,Juvenile,10,3,5,0.4,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Malformed,Aug,Adult,153,9.1,5,0.9,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,Aug,Juvenile,24,4.8,12,0.5,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,Aug,Juvenile,20,2.7,8,0.2,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Malformed,Aug,Adult,200,13,24,1.1,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,Aug,Adult,220,11,39,0.8,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,Aug,Adult,114,10,16,1,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,Aug,Recruit,34,2.7,9,0.5,Immature,0.4,Exposed,10,0.3,15.6,33.2,7.86
11,Shapely,Aug,Adult,240,15.5,8,1,Fertile,0.4,Exposed,10,0.3,15.6,33.2,7.86
12,Malformed,Aug,Adult,230,13,22,1,Fertile,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Adult,220,15,65,1.3,Fertile,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Juvenile,30,4.1,7,0.3,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Adult,55,3.6,13,0.6,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Adult,160,12.6,49,1.1,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Juvenile,132,5.8,3,1,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Juvenile,60,4.3,15,0.6,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Malformed,Aug,Adult,155,15.5,84,1.6,Fertile,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Juvenile,35,3.7,13,0.5,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
12,Shapely,Aug,Recruit,6,1.2,5,0.2,Immature,0.3,Exposed,10,0.2,15.6,33.2,7.86
13,Malformed,Aug,Adult,102,15.4,39,1,Fertile,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Malformed,Aug,Adult,56,11.6,17,1.3,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,Aug,Juvenile,65,5.6,20,3.9,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,Aug,Juvenile,57,4.7,6,0.6,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Malformed,Aug,Adult,118,14.6,43,1.5,Fertile,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,Aug,Juvenile,133,8.5,27,1.2,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,Aug,Recruit,9,0.9,3,0.3,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,Aug,Juvenile,142,6.4,28,0.8,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,Aug,Adult,95,6.5,8,0.8,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Shapely,Aug,Recruit,15,1.6,5,0.3,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
13,Malformed,Aug,Juvenile,59,6.7,15,0.9,Immature,0.1818181818,Exposed,11,0.3636363636,15.6,33.2,7.86
1,Malformed,Sep,Adult,102,11.9,23,0.9,Immature,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Malformed,Sep,Juvenile,66,4,4,0.8,Fertile,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Shapely,Sep,Juvenile,111,4.8,6,0.5,Immature,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Shapely,Sep,Adult,174,5.7,31,0.5,Immature,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Shapely,Sep,Juvenile,97,7.8,36,0.4,Immature,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Shapely,Sep,Adult,150,7.9,33,0.5,Fertile,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Malformed,Sep,Adult,195,9.3,23,0.7,Immature,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Shapely,Sep,Adult,150,5.9,13,0.4,Immature,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
1,Shapely,Sep,Adult,225,15.4,48,0.5,Immature,0.2222222222,Semi-exposed,9,0.3333333333,15.7,33.8,8.1
2,Malformed,Sep,Juvenile,77,5.9,6,0.6,Immature,0.5,Semi-exposed,6,0.6666666667,15.7,33.8,8.1
2,Malformed,Sep,Juvenile,96,8.9,24,0.8,Fertile,0.5,Semi-exposed,6,0.6666666667,15.7,33.8,8.1
2,Malformed,Sep,Juvenile,78,7.7,31,0.4,Fertile,0.5,Semi-exposed,6,0.6666666667,15.7,33.8,8.1
2,Shapely,Sep,Adult,150,4.8,12,1.6,Immature,0.5,Semi-exposed,6,0.6666666667,15.7,33.8,8.1
2,Shapely,Sep,Adult,150,5.7,22,0.6,Immature,0.5,Semi-exposed,6,0.6666666667,15.7,33.8,8.1
2,Malformed,Sep,Adult,140,8.6,42,0.4,Fertile,0.5,Semi-exposed,6,0.6666666667,15.7,33.8,8.1
3,Malformed,Sep,Adult,105,14.2,50,0.5,Fertile,0.4,Semi-exposed,5,1,15.7,33.8,8.1
3,Malformed,Sep,Adult,119,13.3,40,0.4,Fertile,0.4,Semi-exposed,5,1,15.7,33.8,8.1
3,Malformed,Sep,Juvenile,53,4.7,9,0.4,Immature,0.4,Semi-exposed,5,1,15.7,33.8,8.1
3,Malformed,Sep,Juvenile,91,7.7,20,0.7,Immature,0.4,Semi-exposed,5,1,15.7,33.8,8.1
3,Malformed,Sep,Adult,150,9.3,52,0.7,Immature,0.4,Semi-exposed,5,1,15.7,33.8,8.1
4,Malformed,Sep,Adult,113,8.3,24,0.7,Immature,0.25,Semi-exposed,4,0.75,15.7,33.8,8.1
4,Malformed,Sep,Juvenile,107,4.6,5,0.4,Immature,0.25,Semi-exposed,4,0.75,15.7,33.8,8.1
4,Malformed,Sep,Juvenile,133,5.4,15,0.4,Immature,0.25,Semi-exposed,4,0.75,15.7,33.8,8.1
4,Shapely,Sep,Adult,150,11.2,48,0.5,Fertile,0.25,Semi-exposed,4,0.75,15.7,33.8,8.1
5,Malformed,Sep,Adult,150,8.7,49,0.6,Immature,0.6666666667,Exposed,6,0.8333333333,15.7,33.8,8.1
5,Malformed,Sep,Adult,150,13.6,15,0.8,Fertile,0.6666666667,Exposed,6,0.8333333333,15.7,33.8,8.1
5,Malformed,Sep,Adult,300,37,96,0.9,Fertile,0.6666666667,Exposed,6,0.8333333333,15.7,33.8,8.1
5,Shapely,Sep,Juvenile,66,1.9,10,0.1,Immature,0.6666666667,Exposed,6,0.8333333333,15.7,33.8,8.1
5,Malformed,Sep,Adult,253,11.8,41,0.8,Fertile,0.6666666667,Exposed,6,0.8333333333,15.7,33.8,8.1
5,Malformed,Sep,Adult,225,7.6,44,0.5,Fertile,0.6666666667,Exposed,6,0.8333333333,15.7,33.8,8.1
6,Malformed,Sep,Adult,300,12.7,49,1.1,Fertile,1,Exposed,3,0.6666666667,15.7,33.8,8.1
6,Shapely,Sep,Adult,258,16,52,0.9,Fertile,1,Exposed,3,0.6666666667,15.7,33.8,8.1
6,Malformed,Sep,Adult,222,15.5,82,0.8,Fertile,1,Exposed,3,0.6666666667,15.7,33.8,8.1
7,Malformed,Sep,Adult,300,15.3,65,1,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,341,16.5,21,0.9,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,272,14.6,22,0.8,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,280,14.4,4,1,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,189,11.5,26,0.7,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Shapely,Sep,Recruit,51,3.4,13,0.2,Immature,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Shapely,Sep,Juvenile,106,7,18,0.6,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,250,12.7,30,0.9,Immature,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,246,13.6,31,0.8,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,96,10.4,15,0.8,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Shapely,Sep,Recruit,45,2.5,5,0.4,Immature,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Shapely,Sep,Juvenile,48,4.5,6,0.6,Immature,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
7,Malformed,Sep,Adult,250,11,26,0.9,Fertile,0.6923076923,Exposed,13,0.6923076923,15.7,33.8,8.1
8,Shapely,Sep,Juvenile,134,5.5,13,0.5,Immature,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Malformed,Sep,Adult,119,11.5,30,0.7,Fertile,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Shapely,Sep,Juvenile,238,8.6,29,0.6,Immature,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Shapely,Sep,Recruit,12,0.6,6,0.1,Immature,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Malformed,Sep,Adult,300,11.9,38,0.8,Fertile,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Malformed,Sep,Adult,290,14.4,44,0.8,Immature,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Malformed,Sep,Juvenile,115,11.6,28,1.2,Immature,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Malformed,Sep,Juvenile,99,6,26,0.8,Immature,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
8,Malformed,Sep,Adult,280,13.4,100,0.7,Fertile,0.3333333333,Exposed,9,0.6666666667,15.7,33.8,8.1
9,Malformed,Sep,Adult,150,8.7,5,0.7,Fertile,0.2857142857,Exposed,7,0.7142857143,15.7,33.8,8.1
9,Malformed,Sep,Juvenile,92,7.3,11,0.6,Immature,0.2857142857,Exposed,7,0.7142857143,15.7,33.8,8.1
9,Malformed,Sep,Adult,131,12.2,5,2.2,Fertile,0.2857142857,Exposed,7,0.7142857143,15.7,33.8,8.1
9,Shapely,Sep,Recruit,35,1.1,6,0.1,Immature,0.2857142857,Exposed,7,0.7142857143,15.7,33.8,8.1
9,Shapely,Sep,Juvenile,56,2.5,17,0.4,Immature,0.2857142857,Exposed,7,0.7142857143,15.7,33.8,8.1
9,Malformed,Sep,Juvenile,87,3,6,0.5,Immature,0.2857142857,Exposed,7,0.7142857143,15.7,33.8,8.1
9,Malformed,Sep,Juvenile,68,1.4,2,0.3,Immature,0.2857142857,Exposed,7,0.7142857143,15.7,33.8,8.1
10,Malformed,Sep,Adult,227,10.3,48,0.9,Fertile,0.75,Exposed,8,0.75,15.7,33.8,8.1
10,Malformed,Sep,Adult,200,9.1,31,0.9,Fertile,0.75,Exposed,8,0.75,15.7,33.8,8.1
10,Malformed,Sep,Adult,150,5.8,3,0.8,Fertile,0.75,Exposed,8,0.75,15.7,33.8,8.1
10,Shapely,Sep,Recruit,24,3.3,10,0.2,Immature,0.75,Exposed,8,0.75,15.7,33.8,8.1
10,Shapely,Sep,Recruit,17,2.3,6,0.2,Immature,0.75,Exposed,8,0.75,15.7,33.8,8.1
10,Malformed,Sep,Adult,254,10.2,24,0.9,Fertile,0.75,Exposed,8,0.75,15.7,33.8,8.1
10,Malformed,Sep,Adult,210,9.4,22,0.9,Fertile,0.75,Exposed,8,0.75,15.7,33.8,8.1
10,Malformed,Sep,Adult,300,12.7,13,0.7,Fertile,0.75,Exposed,8,0.75,15.7,33.8,8.1
11,Malformed,Sep,Adult,102,6.3,22,0.9,Fertile,0.6666666667,Exposed,6,0.6666666667,15.7,33.8,8.1
11,Shapely,Sep,Recruit,41,27,13,0.1,Immature,0.6666666667,Exposed,6,0.6666666667,15.7,33.8,8.1
11,Shapely,Sep,Recruit,18,0.9,6,0.1,Immature,0.6666666667,Exposed,6,0.6666666667,15.7,33.8,8.1
11,Malformed,Sep,Adult,296,9.2,22,0.9,Fertile,0.6666666667,Exposed,6,0.6666666667,15.7,33.8,8.1
11,Malformed,Sep,Adult,228,11.5,26,0.9,Fertile,0.6666666667,Exposed,6,0.6666666667,15.7,33.8,8.1
11,Malformed,Sep,Adult,185,14.2,83,1.4,Fertile,0.6666666667,Exposed,6,0.6666666667,15.7,33.8,8.1
12,Malformed,Sep,Juvenile,89,4.9,7,0.9,Immature,0.5714285714,Exposed,7,1,15.7,33.8,8.1
12,Malformed,Sep,Adult,75,5.6,14,0.9,Immature,0.5714285714,Exposed,7,1,15.7,33.8,8.1
12,Malformed,Sep,Adult,185,17,55,1.9,Fertile,0.5714285714,Exposed,7,1,15.7,33.8,8.1
12,Malformed,Sep,Adult,150,11.3,2,1.3,Fertile,0.5714285714,Exposed,7,1,15.7,33.8,8.1
12,Malformed,Sep,Adult,210,9.9,11,1.2,Immature,0.5714285714,Exposed,7,1,15.7,33.8,8.1
12,Malformed,Sep,Adult,239,14.6,30,1.9,Fertile,0.5714285714,Exposed,7,1,15.7,33.8,8.1
12,Malformed,Sep,Adult,255,15.5,55,0.9,Fertile,0.5714285714,Exposed,7,1,15.7,33.8,8.1
13,Malformed,Sep,Juvenile,76,8.6,36,0.7,Immature,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Malformed,Sep,Adult,150,13.4,25,1.2,Fertile,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Malformed,Sep,Adult,114,8.5,31,1.5,Fertile,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Malformed,Sep,Adult,106,13.5,40,1.3,Fertile,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Shapely,Sep,Juvenile,62,4.6,19,0.9,Immature,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Malformed,Sep,Adult,65,7.6,16,0.8,Fertile,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Shapely,Sep,Juvenile,53,2.5,7,0.5,Immature,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Malformed,Sep,Adult,124,6.8,21,0.9,Immature,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Malformed,Sep,Adult,227,9.3,26,0.9,Fertile,0.6,Exposed,10,0.8,15.7,33.8,8.1
13,Malformed,Sep,Adult,300,11.6,26,1.4,Fertile,0.6,Exposed,10,0.8,15.7,33.8,8.1
1,Malformed,Oct,Adult,140,11,31,0.5,Fertile,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Malformed,Oct,Adult,82,13,16,0.8,Fertile,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Shapely,Oct,Adult,135,8,27,1.2,Immature,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Shapely,Oct,Juvenile,93,6,9,0.6,Immature,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Shapely,Oct,Adult,108,10,30,1,Immature,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Shapely,Oct,Adult,260,9,22,0.9,Immature,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Shapely,Oct,Adult,220,8,16,1,Immature,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Malformed,Oct,Juvenile,113,6,7,0.9,Fertile,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
1,Shapely,Oct,Adult,240,12,25,1,Immature,0.3333333333,Semi-exposed,9,0.3333333333,15.6,34.1,8.11
2,Malformed,Oct,Adult,150,18,42,1,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
2,Shapely,Oct,Juvenile,128,6,12,0.8,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
2,Shapely,Oct,Recruit,29,0.2,8,0.1,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
2,Shapely,Oct,Juvenile,138,6,6,0.8,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
2,Shapely,Oct,Juvenile,150,6,16,0.6,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
2,Shapely,Oct,Recruit,9,0.1,1,0.1,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
2,Shapely,Oct,Recruit,7,0.2,1,0.1,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
2,Malformed,Oct,Adult,150,9,24,1.1,Immature,0,Semi-exposed,8,0.25,15.6,34.1,8.11
3,Shapely,Oct,Adult,112,8,16,0.5,Immature,0.2,Semi-exposed,5,0.8,15.6,34.1,8.11
3,Malformed,Oct,Adult,86,15,20,1,Fertile,0.2,Semi-exposed,5,0.8,15.6,34.1,8.11
3,Malformed,Oct,Adult,250,13,34,0.8,Immature,0.2,Semi-exposed,5,0.8,15.6,34.1,8.11
